16.04.12 11:56:59.176 I> Main|6084 --------------------------------------------------
16.04.12 11:59:30.917 I> Event|1736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:59:30.928 I> Event|1736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:59:30.931 I> Event|1736 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:59:32.943 I> SipKeepAlive|4312 [Rostel2CallServerHandlerSip] Отправлены данные на 195.112.242.242:5060 => #0D#0A#0D#0A
16.04.12 11:59:37.864 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:59:37.864 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => UNLOCK_OUT_MESSAGE
16.04.12 11:59:37.867 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_MESSAGE_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => FE696A63AB97BFB746C94605563E6072
16.04.12 11:59:37.867 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => SENT Тип параметра => ptInput Тип данных => uftInteger Значение => 1
16.04.12 11:59:37.867 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_OUT Тип параметра => ptInput Тип данных => uftTimestamp Значение => NULL
16.04.12 11:59:37.867 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => MESSAGE_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:37.867 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметры заданы. Запуск процедуры ...
16.04.12 11:59:37.869 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_MESSAGE_ID Тип параметра => ptInput Тип данных => ftString Значение => FE696A63AB97BFB746C94605563E6072
16.04.12 11:59:37.869 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => SENT Тип параметра => ptInput Тип данных => ftInteger Значение => 1
16.04.12 11:59:37.870 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 11:59:37.870 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:59:37.872 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:59:37.885 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:59:37.894 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:59:37.894 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => GET_SAMPLE_VOICES
16.04.12 11:59:37.897 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => uftChar Значение => вы находитесь в главном меню
16.04.12 11:59:37.897 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос получения записей => SELECT GET_SAMPLE_VOICES.* FROM GET_SAMPLE_VOICES (:IN_TEXT)
IN_TEXT=вы находитесь в главном меню
16.04.12 11:59:37.911 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => ftString Значение => вы находитесь в главном меню
16.04.12 11:59:37.913 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 11:59:37.914 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:59:37.914 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:59:37.919 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:59:37.929 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:59:37.929 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => GET_SAMPLE_VOICES
16.04.12 11:59:37.932 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => uftChar Значение => нажмите один чтобы попасть в меню управления заказами
16.04.12 11:59:37.932 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос получения записей => SELECT GET_SAMPLE_VOICES.* FROM GET_SAMPLE_VOICES (:IN_TEXT)
IN_TEXT=нажмите один чтобы попасть в меню управления заказами
16.04.12 11:59:37.953 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => ftString Значение => нажмите один чтобы попасть в меню управления заказами
16.04.12 11:59:37.956 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 11:59:37.956 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:59:37.956 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:59:37.964 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:59:37.977 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:59:37.977 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => GET_SAMPLE_VOICES
16.04.12 11:59:37.980 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => uftChar Значение => чтобы выйти из главного меню нажмите ноль
16.04.12 11:59:37.980 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос получения записей => SELECT GET_SAMPLE_VOICES.* FROM GET_SAMPLE_VOICES (:IN_TEXT)
IN_TEXT=чтобы выйти из главного меню нажмите ноль
16.04.12 11:59:37.995 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_TEXT Тип параметра => ptInput Тип данных => ftString Значение => чтобы выйти из главного меню нажмите ноль
16.04.12 11:59:37.998 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 11:59:37.998 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:59:37.999 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:59:38.001 I> CallServerLinePlayIn|5600 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:59:38.502 E> CallServerLinePlayIn|4792 [ExceptNotifier] Exception=EAccessViolation: Access violation at address 73D34D91 in module 'msacm32.dll'. Read of address FEEEFEF2 (OS Exception)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] JclHookExcept.HookedExceptObjProc (Line 359 "objects.bpl\Jcl\JclHookExcept.pas" objects.bpl)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] WaveUtils.ConvertWaveFormat (Line 812 "omaudio.bpl\WaveAudio\WaveUtils.pas" omaudio.bpl)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] WaveStorage.TWaveStreamAdapter.ConvertTo (Line 702 "omaudio.bpl\WaveAudio\WaveStorage.pas" omaudio.bpl)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] WaveStorage.TWaveStreamAdapter.ConvertTo (Line 732 "omaudio.bpl\WaveAudio\WaveStorage.pas" omaudio.bpl)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisCallServerInit.TBisCallServerLine.ConvertData (Line 853 "smcall.bpl\BisCallServerInit.pas" smcall.bpl)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisCallServerInit.TBisCallServerLine.PlayData (Line 1806 "smcall.bpl\BisCallServerInit.pas" smcall.bpl)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisCallServerInit.TBisCallServerLinePlayThread.DoTimeout (Line 384 "smcall.bpl\BisCallServerInit.pas" smcall.bpl)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisThreads.TBisWaitThread.DoWork (Line 685 "core.bpl\BisThreads.pas" core.bpl)
16.04.12 11:59:38.524 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisThreads.TBisThread.Execute (Line 444 "core.bpl\BisThreads.pas" core.bpl)
16.04.12 11:59:38.525 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisThreads.TBisThread.Execute (Line 453 "core.bpl\BisThreads.pas" core.bpl)
16.04.12 11:59:38.525 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisThreads.TBisThread.ThreadExecute (Line 394 "core.bpl\BisThreads.pas" core.bpl)
16.04.12 11:59:38.525 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisThreads.TBisRealThread.DoExecute (Line 298 "core.bpl\BisThreads.pas" core.bpl)
16.04.12 11:59:38.525 I> CallServerLinePlayIn|4792 [ExceptNotifier] BisThreads.TBisRealThread.Execute (Line 354 "core.bpl\BisThreads.pas" core.bpl)
16.04.12 11:59:40.869 I> CallServerLineSearch|1604 [DefaultCallServerHandlerEvent] [137C13E87C66871A48B65F4022D77F9D]
SessionId=F23C701DAB54BD734EA82B273A952A8D
ChannelId=FE938774E4AB9F8849468430D49EC9F5
Sequence=2
16.04.12 11:59:40.888 I> UdpEvent|4784 [DefaultUdpEventServer] DFDDB0BD3BF8A42A4CF76E6DCA044FC0: чтение данных от ip-адреса 192.168.0.2:53885
16.04.12 11:59:40.888 I> UdpEvent|4784 [DefaultUdpEventServer] DFDDB0BD3BF8A42A4CF76E6DCA044FC0: [3E8D558FBD8F84B745D2F4E3B4B45F52]
SessionId=643537622A4A8C1B447B54D28B6FABA4
ChannelId=FE938774E4AB9F8849468430D49EC9F5
RequestName=137C13E87C66871A48B65F4022D77F9D
Sequence=2
ResponseType=1
Message=
16.04.12 11:59:40.888 I> UdpEvent|4784 [DefaultUdpEventServer] DFDDB0BD3BF8A42A4CF76E6DCA044FC0: выполнение события 3E8D558FBD8F84B745D2F4E3B4B45F52 сессия 643537622A4A8C1B447B54D28B6FABA4
16.04.12 11:59:40.922 I> Event|2152 [DefaultCallServer] CallServerChannelEvent | lcwSearchInternal 5A713ACAC4BA8583439BB1D7CD06B11E: Отключение ...
16.04.12 11:59:40.930 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:59:40.930 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => U_CALL
16.04.12 11:59:40.942 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 5A713ACAC4BA8583439BB1D7CD06B11E
16.04.12 11:59:40.942 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 89AC76ECE1AF87404BA8FC5CA8B535D0
16.04.12 11:59:40.942 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DIRECTION Тип параметра => ptInput Тип данных => uftInteger Значение => 0
16.04.12 11:59:40.942 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 11:59:40.942 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.942 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 11:59:40.942 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CREATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 11:59:40.942 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_CREATE Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:59:29
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => 2904021
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 0C934C30E11781634DFB42D318764A94
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:59:30
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => uftTimestamp Значение => NULL
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_END Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:59:40
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_END Тип параметра => ptInput Тип данных => uftInteger Значение => 6
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_AUDIO Тип параметра => ptInput Тип данных => uftBlob Значение => 
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_AUDIO Тип параметра => ptInput Тип данных => uftBlob Значение => 
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => CallServerChannelSip2231003
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_CHANNEL Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OLD_CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 5A713ACAC4BA8583439BB1D7CD06B11E
16.04.12 11:59:40.943 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметры заданы. Запуск процедуры ...
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => ftString Значение => 5A713ACAC4BA8583439BB1D7CD06B11E
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => ftString Значение => 89AC76ECE1AF87404BA8FC5CA8B535D0
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DIRECTION Тип параметра => ptInput Тип данных => ftSmallint Значение => 0
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => ftString Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => ftString Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CREATOR_ID Тип параметра => ptInput Тип данных => ftString Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_CREATE Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 11:59:29
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_ID Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:59:40.949 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_PHONE Тип параметра => ptInput Тип данных => ftString Значение => 2904021
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => ftString Значение => 0C934C30E11781634DFB42D318764A94
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 11:59:31
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_END Тип параметра => ptInput Тип данных => ftDateTime Значение => 16.04.2012 11:59:41
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => TYPE_END Тип параметра => ptInput Тип данных => ftSmallint Значение => 6
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_AUDIO Тип параметра => ptInput Тип данных => ftString Значение => RIFFFk
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_AUDIO Тип параметра => ptInput Тип данных => ftString Значение => RIFF¦[
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => IN_CHANNEL Тип параметра => ptInput Тип данных => ftString Значение => CallServerChannelSip2231003
16.04.12 11:59:40.950 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OUT_CHANNEL Тип параметра => ptInput Тип данных => ftUnknown Значение => NULL
16.04.12 11:59:40.968 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Процедура выполнена успешно.
16.04.12 11:59:40.968 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало обновления сессии ...
16.04.12 11:59:40.970 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Запрос обновления сессии => UPDATE SESSIONS SET DATE_CHANGE=CURRENT_TIMESTAMP, QUERY_TEXT=:QUERY_TEXT, DURATION=:DURATION WHERE SESSION_ID='643537622A4A8C1B447B54D28B6FABA4'
16.04.12 11:59:40.973 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Сессия обновлена успешно.
16.04.12 11:59:40.985 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Начало выполнения процедуры ...
16.04.12 11:59:40.985 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Имя процедуры => I_CALL
16.04.12 11:59:40.988 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 846F79A0BFE08C3149ADC4A4EF85C3E6
16.04.12 11:59:40.988 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => LINE_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 89AC76ECE1AF87404BA8FC5CA8B535D0
16.04.12 11:59:40.988 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DIRECTION Тип параметра => ptInput Тип данных => uftInteger Значение => 0
16.04.12 11:59:40.988 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => OPERATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => 9C25EFB95C99AC734EFD128CF42502C0
16.04.12 11:59:40.988 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALL_RESULT_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.988 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => FIRM_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => C49DF004D660BBAF434839044848F5B8
16.04.12 11:59:40.988 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CREATOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => AFC88D99BDB9B49D44F617EE9B0A74F0
16.04.12 11:59:40.988 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_CREATE Тип параметра => ptInput Тип данных => uftTimestamp Значение => 16.04.2012 11:59:40
16.04.12 11:59:40.989 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.989 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => 2904021
16.04.12 11:59:40.989 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => CALLER_DIVERSION Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.989 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_ID Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.989 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => ACCEPTOR_PHONE Тип параметра => ptInput Тип данных => uftVarchar Значение => NULL
16.04.12 11:59:40.989 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_FOUND Тип параметра => ptInput Тип данных => uftTimestamp Значение => NULL
16.04.12 11:59:40.989 I> Event|2152 [DefaultUIBaseConnection] 643537622A4A8C1B447B54D28B6FABA4: Параметр => DATE_BEGIN Тип параметра => ptInput Тип данных => uftTimestamp Значение => NULL
